UNIX_TIMESTAMP(ts)	time	lat	lon	alt	track	speed	climb
1387721064	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721068	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721072	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721076	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721080	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721084	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721088	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721092	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721096	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721100	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721104	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721110	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721114	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721118	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721123	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721126	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721130	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721134	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721138	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721142	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721146	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721150	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721154	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721158	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721161	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721165	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721167	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721169	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721171	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721173	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721175	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721177	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721179	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721181	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721183	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721185	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721187	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721189	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721191	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721193	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721195	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721199	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721201	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721203	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721205	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721207	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721209	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721211	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721213	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721215	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721217	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721219	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721221	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721223	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721225	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721227	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721229	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721231	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721235	0000-00-00 00:00:00	-41.1473	-71.1634	0	360	0	NULL
1387721237	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721239	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721241	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721243	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721245	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721247	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721249	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721251	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721253	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721255	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721257	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721259	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721261	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721263	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721265	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721267	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721269	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721271	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721273	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721275	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721277	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721279	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721281	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721283	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721285	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721287	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721301	0000-00-00 00:00:00	-41.1473	-71.1634	0	360	0	NULL
1387721325	0000-00-00 00:00:00	-41.1473	-71.1634	0	360	0	NULL
1387721327	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721329	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721331	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721333	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721335	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721337	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721339	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721341	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721343	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721345	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721347	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721349	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721351	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721353	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721355	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721357	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721361	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721365	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721369	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721373	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721377	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721381	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721385	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721389	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721393	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721397	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721402	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721407	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721413	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721417	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721421	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721425	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721429	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721433	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721437	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721441	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721449	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721453	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721457	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721461	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721465	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721469	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721473	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721480	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721485	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721489	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721493	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721497	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721501	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721505	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721509	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721515	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721519	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721523	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721527	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721531	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721535	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721539	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721543	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721547	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721553	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721557	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721561	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721565	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721569	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721573	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721577	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721581	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721588	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721593	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721597	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721601	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721605	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721609	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721613	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721617	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721621	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721625	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721629	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721633	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721637	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721641	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721645	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721649	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721653	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721657	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721661	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721665	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721669	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721673	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721677	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721678	0000-00-00 00:00:00	NULL	NULL	NULL	NULL	NULL	NULL
1387721681	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721685	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721689	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721693	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721697	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721701	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721705	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721709	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721713	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721717	0000-00-00 00:00:00	-41.1473	-71.1633	0	360	0	NULL
1387721719	2001-04-02 07:44:23	NULL	NULL	NULL	NULL	NULL	NULL
1387721721	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721724	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721726	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721728	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721730	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721732	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721734	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721736	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721738	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721740	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721742	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721744	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721746	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721748	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721750	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721752	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721754	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721755	2013-12-22 07:44:23	NULL	NULL	NULL	NULL	NULL	NULL
1387721756	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721758	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721760	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721762	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721765	0000-00-00 00:00:00	-41.1473	-71.1634	0	360	0	NULL
1387721769	0000-00-00 00:00:00	-41.1473	-71.1634	0	360	0	NULL
1387721771	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721775	0000-00-00 00:00:00	-41.1473	-71.1634	0	360	0	NULL
1387721779	0000-00-00 00:00:00	-41.1473	-71.1634	0	360	0	NULL
1387721781	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721783	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721785	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721788	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721790	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721792	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721795	0000-00-00 00:00:00	-41.1473	-71.1634	0	360	0	NULL
1387721797	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721799	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721801	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721805	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721807	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721809	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721811	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721813	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721815	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721817	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721819	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721821	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721823	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721825	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721827	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721829	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721831	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721832	0000-00-00 00:00:00	NULL	NULL	NULL	NULL	NULL	NULL
1387721833	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721835	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721838	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721841	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721843	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721845	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721847	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721849	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721851	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721852	2013-12-22 07:44:23	NULL	NULL	NULL	NULL	NULL	NULL
1387721853	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721855	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721857	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721859	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721861	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721863	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721865	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721867	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721869	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721871	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721873	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721875	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721877	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721881	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721883	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721885	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721887	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721889	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721891	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721893	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721895	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721897	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721899	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721901	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721903	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387721905	0000-00-00 00:00:00	-41.1473	-71.1634	851.8	360	0	NULL
1387729044	0000-00-00 00:00:00	-41.1473	-71.1634	0	360	0	NULL
1387745140	0000-00-00 00:00:00	-39	-67.5	850.4	360	0	NULL
1387745143	0000-00-00 00:00:00	-39	-67.5	850.4	360	0	NULL
1387745146	0000-00-00 00:00:00	-39	-67.5	0	360	0	NULL
1387745148	0000-00-00 00:00:00	-39	-67.5	850.4	360	0	NULL
1387745152	0000-00-00 00:00:00	-39	-67.5	0	360	0	NULL
1387745154	0000-00-00 00:00:00	-39	-67.5	850.4	360	0	NULL
1387745156	0000-00-00 00:00:00	-39	-67.5	850.4	360	2.778	NULL
1387745158	0000-00-00 00:00:00	-38.9999	-67.5	850.4	360	2.778	NULL
1387745160	0000-00-00 00:00:00	-38.9999	-67.5	850	360	2.778	NULL
1387745162	0000-00-00 00:00:00	-38.9998	-67.5	850	360	2.778	NULL
1387745164	0000-00-00 00:00:00	-38.9998	-67.5	850	0	2.778	NULL
1387745166	0000-00-00 00:00:00	-38.9997	-67.5	850	0	2.778	NULL
1387745168	0000-00-00 00:00:00	-38.9997	-67.5	850	0	2.778	NULL
1387745170	0000-00-00 00:00:00	-38.9996	-67.5	850	0	2.778	NULL
1387745172	0000-00-00 00:00:00	-38.9996	-67.5	850	0	2.778	NULL
1387745174	0000-00-00 00:00:00	-38.9995	-67.5	850	0	2.778	NULL
1387745176	0000-00-00 00:00:00	-38.9995	-67.5	850	0	2.778	NULL
1387745179	0000-00-00 00:00:00	-38.9994	-67.5	850	0	2.778	NULL
1387745181	0000-00-00 00:00:00	-38.9994	-67.5	850	0	2.778	NULL
1387745183	0000-00-00 00:00:00	-38.9993	-67.5	850	0	2.778	NULL
1387745186	0000-00-00 00:00:00	-38.9992	-67.5	0	0	2.778	NULL
1387745188	0000-00-00 00:00:00	-38.9992	-67.5	850	0	2.778	NULL
1387745190	0000-00-00 00:00:00	-38.9991	-67.5	850	0	2.778	NULL
1387745192	0000-00-00 00:00:00	-38.9991	-67.5	850	0	2.778	NULL
1387745194	0000-00-00 00:00:00	-38.999	-67.5	850	0	2.778	NULL
1387745196	0000-00-00 00:00:00	-38.999	-67.5	850	0	2.778	NULL
1387745198	0000-00-00 00:00:00	-38.9989	-67.5	850	0	2.778	NULL
1387745200	0000-00-00 00:00:00	-38.9989	-67.5	850	0	2.778	NULL
1387745202	0000-00-00 00:00:00	-38.9988	-67.5	850	0	2.778	NULL
1387745204	0000-00-00 00:00:00	-38.9988	-67.5	850	0	2.778	NULL
1387745206	0000-00-00 00:00:00	-38.9987	-67.5	850	0	2.778	NULL
1387745210	0000-00-00 00:00:00	-38.9986	-67.5	850	0	2.778	NULL
1387745212	0000-00-00 00:00:00	-38.9986	-67.5	850	0	2.778	NULL
1387745214	0000-00-00 00:00:00	-38.9985	-67.5	850	0	2.778	NULL
1387745216	0000-00-00 00:00:00	-38.9985	-67.5	850	0	2.778	NULL
1387745219	0000-00-00 00:00:00	-38.9984	-67.5	850	0	2.778	NULL
1387745222	0000-00-00 00:00:00	-38.9983	-67.5	0	0	2.778	NULL
1387745224	0000-00-00 00:00:00	-38.9983	-67.5	850	0	2.778	NULL
1387745226	0000-00-00 00:00:00	-38.9982	-67.5	850	0	2.778	NULL
1387745228	0000-00-00 00:00:00	-38.9982	-67.5	850	0	2.778	NULL
1387745230	0000-00-00 00:00:00	-38.9981	-67.5	850	0	2.778	NULL
1387745232	0000-00-00 00:00:00	-38.9981	-67.5	850	0	2.778	NULL
1387745234	0000-00-00 00:00:00	-38.998	-67.5	850	0	2.778	NULL
1387745236	0000-00-00 00:00:00	-38.998	-67.5	850	0	2.778	NULL
1387745238	0000-00-00 00:00:00	-38.9979	-67.5	850	0	2.778	NULL
1387745240	0000-00-00 00:00:00	-38.9979	-67.5	850	0	2.778	NULL
1387745242	0000-00-00 00:00:00	-38.9978	-67.5	850	0	2.778	NULL
1387745244	0000-00-00 00:00:00	-38.9978	-67.5	850	0	2.778	NULL
1387745246	0000-00-00 00:00:00	-38.9977	-67.5	850	0	2.778	NULL
